ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Johnson,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1000
O'Rourke,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,24
Clinton,11/6/2019 0:00,$0.09 ,$0.10 ,$0.06 ,$0.06 ,47165
S. Brown,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/6/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,6647
Andrew Yang,11/6/2019 0:00,$0.09 ,$0.09 ,$0.07 ,$0.08 ,7544
Pete Buttigieg,11/6/2019 0:00,$0.19 ,$0.20 ,$0.17 ,$0.19 ,29184
Castro,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/6/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,12255
Hickenlooper,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/6/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,12182
Bennet,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/6/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,8058
Bernie Sanders,11/7/2019 0:00,$0.13 ,$0.15 ,$0.13 ,$0.13 ,20505
Cory Booker,11/7/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,6044
Harris,11/7/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,16160
Gillibrand,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/7/2019 0:00,$0.23 ,$0.24 ,$0.19 ,$0.20 ,72368
Elizabeth Warren,11/7/2019 0:00,$0.32 ,$0.33 ,$0.28 ,$0.30 ,46474
Cuomo,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/7/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.02 ,51193
Johnson,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,43
Clinton,11/7/2019 0:00,$0.06 ,$0.08 ,$0.04 ,$0.07 ,68872
S. Brown,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,30000
Michael Bloomberg,11/7/2019 0:00,$0.03 ,$0.16 ,$0.03 ,$0.12 ,352276
Andrew Yang,11/7/2019 0:00,$0.08 ,$0.09 ,$0.07 ,$0.07 ,13337
Pete Buttigieg,11/7/2019 0:00,$0.19 ,$0.21 ,$0.14 ,$0.17 ,107174
Castro,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Gabbard,11/7/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.02 ,37055
Hickenlooper,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/7/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,4035
Bennet,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,525
Williamson,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/7/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,8921
Bernie Sanders,11/8/2019 0:00,$0.13 ,$0.14 ,$0.13 ,$0.13 ,8347
Cory Booker,11/8/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,183110
Harris,11/8/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.02 ,22111
Gillibrand,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,15
Joe Biden,11/8/2019 0:00,$0.20 ,$0.21 ,$0.19 ,$0.20 ,24739
Elizabeth Warren,11/8/2019 0:00,$0.30 ,$0.32 ,$0.30 ,$0.31 ,18213
Cuomo,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,10
Kaine,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,11
Amy Klobuchar,11/8/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.02 ,26456
Johnson,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Brown,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,126
Clinton,11/8/2019 0:00,$0.07 ,$0.08 ,$0.05 ,$0.08 ,25284
S. Brown,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/8/2019 0:00,$0.12 ,$0.16 ,$0.09 ,$0.09 ,125745
Andrew Yang,11/8/2019 0:00,$0.07 ,$0.09 ,$0.07 ,$0.09 ,33263
Pete Buttigieg,11/8/2019 0:00,$0.17 ,$0.18 ,$0.15 ,$0.15 ,30483
Castro,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,33
Gabbard,11/8/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.03 ,16061
Hickenlooper,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/8/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,660
Bennet,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,50
Williamson,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,11
Ryan,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/8/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,6079
Bernie Sanders,11/9/2019 0:00,$0.13 ,$0.14 ,$0.13 ,$0.13 ,6897
Cory Booker,11/9/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,25868
Harris,11/9/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,1476
Gillibrand,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,200
Joe Biden,11/9/2019 0:00,$0.20 ,$0.22 ,$0.20 ,$0.21 ,10533
Elizabeth Warren,11/9/2019 0:00,$0.31 ,$0.32 ,$0.30 ,$0.31 ,5164
Cuomo,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/9/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.03 ,4593
Johnson,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2
Brown,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,12471
O'Rourke,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,542
Clinton,11/9/2019 0:00,$0.08 ,$0.08 ,$0.06 ,$0.08 ,13776
S. Brown,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/9/2019 0:00,$0.09 ,$0.10 ,$0.07 ,$0.09 ,41963
Andrew Yang,11/9/2019 0:00,$0.09 ,$0.10 ,$0.08 ,$0.09 ,18823
Pete Buttigieg,11/9/2019 0:00,$0.15 ,$0.17 ,$0.15 ,$0.16 ,13741
Castro,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/9/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,6885
Hickenlooper,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,19
Inslee,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/9/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,10
Bennet,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1010
Bernie Sanders,11/10/2019 0:00,$0.13 ,$0.14 ,$0.13 ,$0.14 ,10557
Cory Booker,11/10/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,1177
Harris,11/10/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,3514
Gillibrand,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/10/2019 0:00,$0.21 ,$0.22 ,$0.21 ,$0.22 ,7500
Elizabeth Warren,11/10/2019 0:00,$0.31 ,$0.32 ,$0.30 ,$0.31 ,8346
Cuomo,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,858
Kaine,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/10/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.04 ,1663
Johnson,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,63
Clinton,11/10/2019 0:00,$0.08 ,$0.08 ,$0.06 ,$0.07 ,21317
S. Brown,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/10/2019 0:00,$0.09 ,$0.12 ,$0.08 ,$0.09 ,35157
Andrew Yang,11/10/2019 0:00,$0.09 ,$0.10 ,$0.08 ,$0.09 ,19921
Pete Buttigieg,11/10/2019 0:00,$0.16 ,$0.17 ,$0.15 ,$0.16 ,10408
Castro,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3
Gabbard,11/10/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.04 ,3671
Hickenlooper,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,6
Inslee,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2886
Bennet,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,25
Ryan,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/10/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,3524
Bernie Sanders,11/11/2019 0:00,$0.14 ,$0.14 ,$0.13 ,$0.13 ,8944
Cory Booker,11/11/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,37100
Harris,11/11/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,10077
Gillibrand,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/11/2019 0:00,$0.22 ,$0.24 ,$0.21 ,$0.24 ,29352
Elizabeth Warren,11/11/2019 0:00,$0.31 ,$0.31 ,$0.29 ,$0.29 ,10505
Cuomo,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/11/2019 0:00,$0.04 ,$0.04 ,$0.02 ,$0.02 ,6643
Johnson,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Brown,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,5
Winfrey,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,132
Clinton,11/11/2019 0:00,$0.07 ,$0.08 ,$0.06 ,$0.07 ,6675
S. Brown,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,50
Michael Bloomberg,11/11/2019 0:00,$0.09 ,$0.10 ,$0.07 ,$0.07 ,32545
Andrew Yang,11/11/2019 0:00,$0.09 ,$0.10 ,$0.09 ,$0.09 ,14530
Pete Buttigieg,11/11/2019 0:00,$0.16 ,$0.17 ,$0.15 ,$0.17 ,15811
Castro,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/11/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.03 ,8117
Hickenlooper,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,9999
Bennet,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/11/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,3256
Bernie Sanders,11/12/2019 0:00,$0.13 ,$0.15 ,$0.13 ,$0.14 ,11914
Cory Booker,11/12/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,2992
Harris,11/12/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,9197
Gillibrand,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/12/2019 0:00,$0.24 ,$0.24 ,$0.23 ,$0.23 ,19729
Elizabeth Warren,11/12/2019 0:00,$0.29 ,$0.30 ,$0.25 ,$0.27 ,24148
Cuomo,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/12/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.02 ,8854
Johnson,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Clinton,11/12/2019 0:00,$0.07 ,$0.08 ,$0.06 ,$0.07 ,36685
S. Brown,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/12/2019 0:00,$0.07 ,$0.08 ,$0.05 ,$0.07 ,75147
Andrew Yang,11/12/2019 0:00,$0.09 ,$0.10 ,$0.08 ,$0.09 ,10272
Pete Buttigieg,11/12/2019 0:00,$0.17 ,$0.20 ,$0.15 ,$0.19 ,48386
Castro,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,6
Gabbard,11/12/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.04 ,29623
Hickenlooper,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,4494
Bennet,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/12/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/12/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,84538
Bernie Sanders,11/13/2019 0:00,$0.14 ,$0.15 ,$0.13 ,$0.13 ,12764
Cory Booker,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,26588
Harris,11/13/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,5005
Gillibrand,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/13/2019 0:00,$0.23 ,$0.24 ,$0.23 ,$0.24 ,19545
Elizabeth Warren,11/13/2019 0:00,$0.27 ,$0.29 ,$0.25 ,$0.28 ,14108
Cuomo,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,150
Zuckerberg,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/13/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.03 ,6885
Johnson,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,10
Brown,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,25
Winfrey,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,201
Clinton,11/13/2019 0:00,$0.07 ,$0.09 ,$0.07 ,$0.09 ,24076
S. Brown,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,40920
Michael Bloomberg,11/13/2019 0:00,$0.07 ,$0.08 ,$0.05 ,$0.06 ,27215
Andrew Yang,11/13/2019 0:00,$0.09 ,$0.10 ,$0.08 ,$0.09 ,8796
Pete Buttigieg,11/13/2019 0:00,$0.19 ,$0.20 ,$0.18 ,$0.18 ,23822
Castro,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1013
Gabbard,11/13/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.03 ,14167
Hickenlooper,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/13/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,518
Bennet,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,10
Ryan,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/13/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,17286
Bernie Sanders,11/14/2019 0:00,$0.13 ,$0.14 ,$0.13 ,$0.14 ,8727
Cory Booker,11/14/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,12818
Harris,11/14/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.03 ,3892
Gillibrand,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8
Joe Biden,11/14/2019 0:00,$0.24 ,$0.24 ,$0.23 ,$0.23 ,8875
Elizabeth Warren,11/14/2019 0:00,$0.28 ,$0.29 ,$0.28 ,$0.28 ,9440
Cuomo,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/14/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,4509
Johnson,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8
Winfrey,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,55
Clinton,11/14/2019 0:00,$0.09 ,$0.09 ,$0.07 ,$0.07 ,26643
S. Brown,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/14/2019 0:00,$0.06 ,$0.07 ,$0.05 ,$0.06 ,41628
Andrew Yang,11/14/2019 0:00,$0.09 ,$0.10 ,$0.08 ,$0.09 ,3954
Pete Buttigieg,11/14/2019 0:00,$0.18 ,$0.20 ,$0.18 ,$0.19 ,19509
Castro,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8
Gabbard,11/14/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.04 ,16806
Hickenlooper,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,12
Inslee,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8
Bullock,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,24
Bennet,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8
Williamson,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8
Ryan,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8
de Blasio,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8
Swalwell,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/14/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,828
Patrick,11/14/2019 0:00,$0.03 ,$0.05 ,$0.02 ,$0.02 ,171836
Bernie Sanders,11/15/2019 0:00,$0.14 ,$0.15 ,$0.13 ,$0.15 ,16972
Cory Booker,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,360
Harris,11/15/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,2544
Gillibrand,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/15/2019 0:00,$0.23 ,$0.24 ,$0.23 ,$0.23 ,10026
Elizabeth Warren,11/15/2019 0:00,$0.28 ,$0.29 ,$0.27 ,$0.29 ,15397
Cuomo,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/15/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,3447
Johnson,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
