ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Zuckerberg,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,10/28/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.02 ,10857
Johnson,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,476
O'Rourke,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,812
Clinton,10/28/2019 0:00,$0.09 ,$0.10 ,$0.09 ,$0.09 ,27712
S. Brown,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,100
Michael Bloomberg,10/28/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,9208
Andrew Yang,10/28/2019 0:00,$0.08 ,$0.09 ,$0.07 ,$0.08 ,19452
Pete Buttigieg,10/28/2019 0:00,$0.15 ,$0.17 ,$0.15 ,$0.16 ,16692
Castro,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,10/28/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,3067
Hickenlooper,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/28/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,112
Bennet,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,10/28/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.02 ,1398
Bernie Sanders,10/29/2019 0:00,$0.12 ,$0.13 ,$0.11 ,$0.12 ,26041
Cory Booker,10/29/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,20217
Harris,10/29/2019 0:00,$0.04 ,$0.05 ,$0.03 ,$0.03 ,12981
Gillibrand,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,10/29/2019 0:00,$0.22 ,$0.23 ,$0.21 ,$0.22 ,27892
Elizabeth Warren,10/29/2019 0:00,$0.38 ,$0.40 ,$0.36 ,$0.38 ,15311
Cuomo,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,10/29/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.03 ,6751
Johnson,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Brown,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1004
O'Rourke,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,967
Clinton,10/29/2019 0:00,$0.09 ,$0.11 ,$0.09 ,$0.10 ,17521
S. Brown,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,10/29/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,17677
Andrew Yang,10/29/2019 0:00,$0.08 ,$0.09 ,$0.07 ,$0.07 ,13553
Pete Buttigieg,10/29/2019 0:00,$0.16 ,$0.17 ,$0.15 ,$0.15 ,16795
Castro,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2
Gabbard,10/29/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,6817
Hickenlooper,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,150
Inslee,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,15
Bennet,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,10/29/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,10/29/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,13378
Bernie Sanders,10/30/2019 0:00,$0.12 ,$0.13 ,$0.11 ,$0.12 ,12185
Cory Booker,10/30/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,4159
Harris,10/30/2019 0:00,$0.03 ,$0.05 ,$0.03 ,$0.04 ,24245
Gillibrand,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,5
Joe Biden,10/30/2019 0:00,$0.22 ,$0.23 ,$0.21 ,$0.23 ,16989
Elizabeth Warren,10/30/2019 0:00,$0.38 ,$0.40 ,$0.36 ,$0.37 ,12452
Cuomo,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,10/30/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,18295
Johnson,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,25
O'Rourke,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,923
Clinton,10/30/2019 0:00,$0.10 ,$0.10 ,$0.09 ,$0.10 ,16291
S. Brown,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,60
Michael Bloomberg,10/30/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,14200
Andrew Yang,10/30/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.08 ,7458
Pete Buttigieg,10/30/2019 0:00,$0.15 ,$0.17 ,$0.15 ,$0.17 ,24071
Castro,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,869
Gabbard,10/30/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.04 ,44901
Hickenlooper,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,77
Bennet,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,858
Williamson,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,10
Swalwell,10/30/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,10/30/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,3694
Bernie Sanders,10/31/2019 0:00,$0.12 ,$0.13 ,$0.11 ,$0.12 ,11905
Cory Booker,10/31/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,4665
Harris,10/31/2019 0:00,$0.04 ,$0.05 ,$0.03 ,$0.03 ,13805
Gillibrand,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2
Joe Biden,10/31/2019 0:00,$0.23 ,$0.23 ,$0.22 ,$0.22 ,14757
Elizabeth Warren,10/31/2019 0:00,$0.37 ,$0.37 ,$0.35 ,$0.36 ,12834
Cuomo,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,10/31/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.02 ,10386
Johnson,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,50000
O'Rourke,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1489
Clinton,10/31/2019 0:00,$0.10 ,$0.10 ,$0.09 ,$0.09 ,21745
S. Brown,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,134
Michael Bloomberg,10/31/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,6496
Andrew Yang,10/31/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.07 ,6685
Pete Buttigieg,10/31/2019 0:00,$0.17 ,$0.17 ,$0.15 ,$0.15 ,20854
Castro,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8
Gabbard,10/31/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.03 ,9794
Hickenlooper,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1002
Bennet,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,600
Williamson,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,10/31/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,10/31/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,1270
Bernie Sanders,11/1/2019 0:00,$0.12 ,$0.14 ,$0.12 ,$0.14 ,26550
Cory Booker,11/1/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,4069
Harris,11/1/2019 0:00,$0.03 ,$0.05 ,$0.03 ,$0.03 ,8497
Gillibrand,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/1/2019 0:00,$0.22 ,$0.23 ,$0.22 ,$0.23 ,13800
Elizabeth Warren,11/1/2019 0:00,$0.36 ,$0.37 ,$0.35 ,$0.36 ,20076
Cuomo,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/1/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.03 ,15153
Johnson,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Brown,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3
O'Rourke,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,41
Clinton,11/1/2019 0:00,$0.09 ,$0.10 ,$0.09 ,$0.10 ,20809
S. Brown,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/1/2019 0:00,$0.03 ,$0.05 ,$0.03 ,$0.03 ,15674
Andrew Yang,11/1/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.08 ,11369
Pete Buttigieg,11/1/2019 0:00,$0.15 ,$0.18 ,$0.15 ,$0.17 ,33516
Castro,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2008
Gabbard,11/1/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,21479
Hickenlooper,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2689
Bennet,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/1/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/1/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,16802
Bernie Sanders,11/2/2019 0:00,$0.14 ,$0.14 ,$0.13 ,$0.14 ,16582
Cory Booker,11/2/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,4765
Harris,11/2/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,53037
Gillibrand,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/2/2019 0:00,$0.23 ,$0.23 ,$0.21 ,$0.21 ,17206
Elizabeth Warren,11/2/2019 0:00,$0.36 ,$0.38 ,$0.35 ,$0.37 ,14375
Cuomo,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/2/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,15671
Johnson,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,5
O'Rourke,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,27
Clinton,11/2/2019 0:00,$0.10 ,$0.10 ,$0.09 ,$0.09 ,21378
S. Brown,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/2/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,7819
Andrew Yang,11/2/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.08 ,10954
Pete Buttigieg,11/2/2019 0:00,$0.17 ,$0.18 ,$0.16 ,$0.18 ,18807
Castro,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,503
Gabbard,11/2/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,36277
Hickenlooper,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/2/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,7090
Bennet,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/2/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1189
Bernie Sanders,11/3/2019 0:00,$0.14 ,$0.15 ,$0.13 ,$0.13 ,12280
Cory Booker,11/3/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,8374
Harris,11/3/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,13481
Gillibrand,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/3/2019 0:00,$0.21 ,$0.22 ,$0.21 ,$0.22 ,15758
Elizabeth Warren,11/3/2019 0:00,$0.37 ,$0.38 ,$0.36 ,$0.37 ,11042
Cuomo,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/3/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,4973
Johnson,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,15
Clinton,11/3/2019 0:00,$0.09 ,$0.10 ,$0.09 ,$0.09 ,17408
S. Brown,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/3/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,6185
Andrew Yang,11/3/2019 0:00,$0.08 ,$0.09 ,$0.07 ,$0.07 ,13802
Pete Buttigieg,11/3/2019 0:00,$0.18 ,$0.18 ,$0.17 ,$0.17 ,20240
Castro,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/3/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.02 ,16431
Hickenlooper,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/3/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,161
Bennet,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/3/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,4139
Bernie Sanders,11/4/2019 0:00,$0.14 ,$0.14 ,$0.13 ,$0.14 ,14678
Cory Booker,11/4/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,3896
Harris,11/4/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,18081
Gillibrand,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/4/2019 0:00,$0.22 ,$0.23 ,$0.21 ,$0.22 ,25627
Elizabeth Warren,11/4/2019 0:00,$0.38 ,$0.38 ,$0.33 ,$0.33 ,19737
Cuomo,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/4/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.04 ,7127
Johnson,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,4000
O'Rourke,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2
Clinton,11/4/2019 0:00,$0.10 ,$0.10 ,$0.08 ,$0.09 ,41049
S. Brown,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,800
Michael Bloomberg,11/4/2019 0:00,$0.03 ,$0.05 ,$0.03 ,$0.04 ,29565
Andrew Yang,11/4/2019 0:00,$0.08 ,$0.09 ,$0.07 ,$0.08 ,8188
Pete Buttigieg,11/4/2019 0:00,$0.18 ,$0.19 ,$0.17 ,$0.19 ,22924
Castro,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,6
Gabbard,11/4/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,11092
Hickenlooper,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3082
Bennet,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,100
Williamson,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/4/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,2513
Bernie Sanders,11/5/2019 0:00,$0.14 ,$0.15 ,$0.13 ,$0.14 ,19211
Cory Booker,11/5/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,3164
Harris,11/5/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.03 ,6688
Gillibrand,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,18
Joe Biden,11/5/2019 0:00,$0.22 ,$0.23 ,$0.22 ,$0.22 ,17106
Elizabeth Warren,11/5/2019 0:00,$0.33 ,$0.35 ,$0.32 ,$0.34 ,16729
Cuomo,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/5/2019 0:00,$0.04 ,$0.04 ,$0.02 ,$0.03 ,32076
Johnson,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,78
Clinton,11/5/2019 0:00,$0.09 ,$0.10 ,$0.09 ,$0.09 ,14153
S. Brown,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/5/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.03 ,14962
Andrew Yang,11/5/2019 0:00,$0.08 ,$0.09 ,$0.07 ,$0.09 ,8798
Pete Buttigieg,11/5/2019 0:00,$0.19 ,$0.19 ,$0.17 ,$0.19 ,22301
Castro,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/5/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,13871
Hickenlooper,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/5/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,4794
Bennet,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,805
Ryan,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/5/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,38424
Bernie Sanders,11/6/2019 0:00,$0.14 ,$0.15 ,$0.13 ,$0.13 ,16510
Cory Booker,11/6/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,8184
Harris,11/6/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,32482
Gillibrand,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/6/2019 0:00,$0.22 ,$0.23 ,$0.22 ,$0.23 ,22558
Elizabeth Warren,11/6/2019 0:00,$0.34 ,$0.35 ,$0.32 ,$0.32 ,18368
Cuomo,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/6/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,11795
