,Intercept,Date,Trends,Joe Biden,Elizabeth Warren,Bernie Sanders,Pete Buttigieg,Amy Klobuchar,Andrew Yang,Cory Booker,Tom Steyer,Michael Bloomberg,Price,y,predicted
80,1,0.05,0.001400840504302582,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.5,0.0009345040855751807
81,1,0.35000000000000003,0.07226013649136892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.11764705882352952,0.02204885667390076
82,1,0.3125,0.002201320792475486,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,-0.4999999999999999,0.0044168589865821095
83,1,0.21250000000000002,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.039999999999999994,-0.3333333333333334,0.026256389483053807
84,1,0.8125,0.003202562049639712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08511483993884945
85,1,0.5,0.0014068937795196472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.07698366548224297
86,1,0.1375,0.010182478072386331,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.4166666666666666,0.018961670452240356
87,1,0.6625000000000001,0.08536829463570858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08757111644281533
88,1,0.325,0.025141097998973842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.04347826086956525,0.015663850029575127
89,1,0.30000000000000004,0.006822810590631369,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14,0.0,-0.02143522782586659
90,1,0.7125,0.000203665987780044,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14,0.0,-0.015918494536653276
91,1,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.039999999999999994,0.0,0.02742526232624495
92,1,0.475,0.02994253452969049,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24000000000000002,0.0,0.029028794148567794
93,1,0.95,0.18309572301425664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16,0.11111111111111106,-0.008100488318168918
94,1,0.15000000000000002,0.009805883530118072,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039999999999999994,0.3333333333333333,0.007910930211798946
95,1,0.9750000000000001,0.0244195356285028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08307605684291143
96,1,0.037500000000000006,0.08871862082871257,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12499999999999993,-0.005592093055475818
97,1,0.8125,0.026111503175723364,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.05263157894736847,0.06770675104436595
98,1,0.6375000000000001,0.05519348268839104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14,0.0,-0.01722512940008327
99,1,0.325,0.032664583123298715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.14285714285714296,0.03271646589237294
100,1,0.22500000000000003,0.009446286805346194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,-0.07498642282484752
101,1,0.35000000000000003,0.002901741044626777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039999999999999994,0.0,0.01060656531620489
102,1,0.012500000000000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012547319065895596
103,1,0.8250000000000001,0.07737915787358053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.07309540349840564
104,1,0.8500000000000001,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16,-0.22222222222222227,0.06917768335097102
105,1,0.0,0.0036130068245684467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000001,0.0,-0.039168185150048634
106,1,0.17500000000000002,0.010206123674204523,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039999999999999994,0.0,0.008240754246614284
107,1,0.675,0.006300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.08396284853313235
108,1,0.36250000000000004,0.0010008006405124099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.09107990910121648
109,1,1.0,0.005527082705255753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.07036525840931228
110,1,0.012500000000000011,0.00020012007204322601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.5,0.0004431567160778976
111,1,0.325,0.22068896051571316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.08333333333333341,-0.03381564036324178
112,1,0.48750000000000004,0.014663951120162931,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16,0.0,-0.013293327751235463
113,1,0.6375000000000001,0.034171369933299126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.16000000000000006,0.031154988993061766
114,1,0.625,0.08957165732586067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08809296670479841
115,1,0.25,0.000100080064051241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0925691992645554
116,1,0.5125000000000001,0.015212169735788627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08916762503853752
117,1,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.09124030174452456
118,1,0.07500000000000001,0.006822810590631369,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18000000000000002,0.0,-0.013032906119850994
119,1,0.4,0.000703446889759823,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.07830802756199164
120,1,0.8500000000000001,0.029136001613065832,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.04761904761904753,0.07957887436807401
121,1,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.09987346601438198
122,1,0.3125,0.009770346494762286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.11111111111111123,-0.03279116957137415
123,1,0.7625000000000001,0.012389202256244965,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,-0.11764705882352935,-0.13504362076221166
124,1,0.9375,0.28420203649561443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0869565217391305,0.09069253675931545
125,1,0.05,0.05821917808219178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,-0.06250000000000007,0.03179491262481465
126,1,0.42500000000000004,0.002401440864518712,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039999999999999994,-0.3333333333333334,0.011605638688373842
127,1,0.0625,0.2152497985495568,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,-0.06250000000000007,0.031074608078433374
128,1,0.75,0.035084181873172686,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33999999999999997,0.055555555555555455,0.061130362564982596
129,1,0.6000000000000001,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.4545454545454546,0.07729251278564941
130,1,0.25,0.02207948615014051,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.05882352941176475,0.02100376450603017
131,1,0.23750000000000004,0.0026000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.039999999999999994,-0.3333333333333334,0.02691246211005976
132,1,0.1625,0.019194050849160885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,-0.07587165115039883
133,1,0.7125,0.004220681338558939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0741768408379921
134,1,0.625,0.01140684410646388,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,-0.4999999999999999,0.008515938642693774
135,1,0.3125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,-0.08333333333333341,0.02134372668939541
136,1,0.1375,0.11603545527800163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.021239794445340576
137,1,0.125,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,-0.0666666666666666,0.010388754313117976
138,1,0.625,0.059063136456211814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14,0.0,-0.017413012913499955
139,1,0.55,0.01631305044035228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08867571413209775
140,1,0.08750000000000002,0.0009073495312027431,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12499999999999993,-0.00443228340979792
141,1,0.9750000000000001,0.04022403258655805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14,0.0,-0.012657512983971782
142,1,0.9750000000000001,0.059012444801284626,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.24000000000000002,-0.15384615384615374,0.007643570839383183
143,1,0.6125,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3333333333333333,0.08249651497411051
144,1,0.7125,0.056845476381104876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08674595548181745
145,1,0.28750000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.07979843122005655
